,text,token
80," /Applications/GoogleAppEngineLauncher.app/Contents/Resources/GoogleAppEngine-default.bundle/Contents/Resources/google_appengine/google/appengine/ext/go/__init__.py in execute_go_cgi(root_path='/Users/dereketnyre/myapp', config=, handler_path='_go_app', cgi_path='/Users/dereketnyre/myapp/_go_app', env={'APPENGINE_RUNTIME': 'go', 'APPLICATION_ID': 'dev~helloworld', 'AUTH_DOMAIN': 'gmail.com', 'CONTENT_LENGTH': '', 'CONTENT_TYPE': 'application/x-www-form-urlencoded', 'CURRENT_VERSION_ID': '1.1', 'DEFAULT_VERSION_HOSTNAME': 'localhost:8080', 'GATEWAY_INTERFACE': 'CGI/1.1', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8', 'HTTP_ACCEPT_LANGUAGE': 'en-us', ...}, infile=, outfile=)","['Applications', 'GoogleAppEngineLauncher', '.', 'app', 'Contents', 'Resources', 'GoogleAppEngine', '-', 'default', '.', 'bundle', 'Contents', 'Resources', 'go', 'ogle_appengine', 'go', 'ogle', 'appengine', 'ext', 'go', '__init__', '.', 'py', 'in', 'execute_go_cgi', '(', 'root_path', '=', 'Users', 'dereketnyre', 'myapp', ',', 'config', '=,', 'handler_path', '=', '_go_app', ',', 'cgi_path', '=', 'Users', 'dereketnyre', 'myapp', '_go_app', ',', 'env', '={', 'APPENGINE_RUNTIME', ':', 'go', ',', 'APPLICATION_ID', ':', 'dev', 'helloworld', ',', 'AUTH_DOMAIN', ':', 'gmail', '.', 'com', ',', 'CONTENT_LENGTH', ':', ',', 'CONTENT_TYPE', ':', 'application', 'x', '-', 'www', '-', 'for', 'm', '-', 'urlencoded', ',', 'CURRENT_VERSION_ID', ':', '1', '.', '1', ',', 'DEFAULT_VERSION_HOSTNAME', ':', 'localhost', ':', '8080', ',', 'GATEWAY_INTERFACE', ':', 'CGI', '1', '.', '1', ',', 'HTTP_ACCEPT', ':', 'text', 'html', ',', 'application', 'xhtml', '+', 'xml', ',', 'application', 'xml', ';', 'q', '=', '0', '.', '9', ',*', '*;', 'q', '=', '0', '.', '8', ',', 'HTTP_ACCEPT_LANGUAGE', ':', 'en', '-', 'us', ',', '...},', 'infile', '=,', 'outfile', '=)']"
81,    519     RAPI_HANDLER = handler.ApiCallHandler(),"['519', 'RAPI_HANDLER', '=', 'handler.ApiCallHandler()']"
82,    520     GO_APP = GoApp(root_path),"['520', 'GO_APP', '=', 'GoApp', '(', 'root_path', ')']"
83,=>  521   GO_APP.make_and_run(env),"['=>', '521', 'GO_APP.make_and_run(env)']"
84,    522 ,['522']
85,    523 ,['523']
86,"global GO_APP = None, GO_APP.make_and_run undefined, env = {'APPENGINE_RUNTIME': 'go', 'APPLICATION_ID': 'dev~helloworld', 'AUTH_DOMAIN': 'gmail.com', 'CONTENT_LENGTH': '', 'CONTENT_TYPE': 'application/x-www-form-urlencoded', 'CURRENT_VERSION_ID': '1.1', 'DEFAULT_VERSION_HOSTNAME': 'localhost:8080', 'GATEWAY_INTERFACE': 'CGI/1.1', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8', 'HTTP_ACCEPT_LANGUAGE': 'en-us', ...}","['global', 'GO_APP', '=', 'None', ',', 'GO_APP', '.', 'make_and_run', 'undefined', ',', 'env', '=', '{', 'APPENGINE_RUNTIME', ':', 'go', ',', 'APPLICATION_ID', ':', 'dev', 'helloworld', ',', 'AUTH_DOMAIN', ':', 'gmail', '.', 'com', ',', 'CONTENT_LENGTH', ':', ',', 'CONTENT_TYPE', ':', 'application', 'x', '-', 'www', '-', 'for', 'm', '-', 'urlencoded', ',', 'CURRENT_VERSION_ID', ':', '1', '.', '1', ',', 'DEFAULT_VERSION_HOSTNAME', ':', 'localhost', ':', '8080', ',', 'GATEWAY_INTERFACE', ':', 'CGI', '1', '.', '1', ',', 'HTTP_ACCEPT', ':', 'text', 'html', ',', 'application', 'xhtml', '+', 'xml', ',', 'application', 'xml', ';', 'q', '=', '0', '.', '9', ',*', '*;', 'q', '=', '0', '.', '8', ',', 'HTTP_ACCEPT_LANGUAGE', ':', 'en', '-', 'us', ',', '...}']"
87,: 'NoneType' object has no attribute 'make_and_run' ,"[':', 'NoneType', 'object', 'has', 'no', 'attribute', 'make_and_run']"
88,"      args = (""'NoneType' object has no attribute 'make_and_run'"",) ","['args', '=', '(', '""\'NoneType\' object has no attribute \'make_and_run\'""', ',)']"
89,"      message = ""'NoneType' object has no attribute 'make_and_run'""","['message', '=', '""\'NoneType\' object has no attribute \'make_and_run\'""']"
